t,D0.2,D0.5,D0.8,D1.0,D1.2
17.828914457228613,1.0003295580126939,1.0001091163923472,1.000001002376418,0.999999659728077,0.9999018121242119
17.838919459729865,1.0000465820003879,1.0001095196551986,1.0000009922204554,0.9999996629365163,0.9999023379247529
17.848924462231114,0.9997647315418077,1.000109907995345,1.000000982127245,0.9999996661147973,0.9999028609096081
17.858929464732366,0.9994840302981252,1.0001102815226652,1.0000009720967933,0.9999996692632024,0.9999033810938557
17.868934467233615,0.9992045017212039,1.0001106403474194,1.000000962129099,0.9999996723820115,0.999903898492493
17.878939469734867,0.9989261690520921,1.000110984580234,1.0000009522241557,0.9999996754715018,0.999904413120437
17.88894447223612,0.9986490553195427,1.0001113143320883,1.0000009423819505,0.999999678531948,0.9999049249925249
17.898949474737368,0.9983731833385614,1.0001116297142985,1.0000009326024641,0.9999996815636223,0.9999054341235145
17.90895447723862,0.9980985757089802,1.0001119308385038,1.0000009228856719,0.999999684566794,0.9999059405280846
17.91895947973987,0.9978252548140598,1.0001122178166526,1.000000913231543,0.9999996875417303,0.9999064442208351
17.92896448224112,0.9975532428191183,1.0001124907609873,1.0000009036400412,0.9999996904886957,0.999906945216288
17.93896948474237,0.9972825616701873,1.000112749784031,1.0000008941111242,0.9999996934079524,0.9999074435288875
17.94897448724362,0.9970132330926954,1.000112994998573,1.0000008846447443,0.9999996962997598,0.9999079391730004
17.958979489744873,0.9967452785901791,1.0001132265176553,1.0000008752408487,0.9999996991643754,0.9999084321629165
17.968984492246122,0.9964787194430207,1.0001134444545583,1.0000008658993786,0.9999997020020538,0.9999089225128491
17.978989494747374,0.9962135767072133,1.0001136489227878,1.0000008566202705,0.9999997048130475,0.9999094102369356
17.988994497248623,0.9959498712131544,1.000113840036061,1.0000008474034554,0.9999997075976065,0.9999098953492374
17.998999499749875,0.995687623564465,1.000114017908293,1.0000008382488594,0.9999997103559786,0.9999103778637407
18.009004502251123,0.9954268541368382,1.000114182653584,1.0000008291564035,0.9999997130884092,0.999910857794357
