t,step,ramp,pulse
1.8414023372287143,1.0,1.8414023372287143,0.0
1.845575959933222,1.0,1.845575959933222,0.0
1.8497495826377293,1.0,1.8497495826377293,0.0
1.853923205342237,1.0,1.853923205342237,0.0
1.8580968280467443,1.0,1.8580968280467443,0.0
1.862270450751252,1.0,1.862270450751252,0.0
1.8664440734557597,1.0,1.8664440734557597,0.0
1.870617696160267,1.0,1.870617696160267,0.0
1.8747913188647747,1.0,1.8747913188647747,0.0
1.878964941569282,1.0,1.878964941569282,0.0
1.8831385642737897,1.0,1.8831385642737897,0.0
1.887312186978297,1.0,1.887312186978297,0.0
1.8914858096828047,1.0,1.8914858096828047,0.0
1.895659432387312,1.0,1.895659432387312,0.0
1.8998330550918197,1.0,1.8998330550918197,0.0
1.904006677796327,1.0,1.904006677796327,0.0
1.9081803005008346,1.0,1.9081803005008346,0.0
1.912353923205342,1.0,1.912353923205342,0.0
1.9165275459098496,1.0,1.9165275459098496,0.0
1.9207011686143574,1.0,1.9207011686143574,0.0
1.9248747913188646,1.0,1.9248747913188646,0.0
1.9290484140233723,1.0,1.9290484140233723,0.0
1.9332220367278796,1.0,1.9332220367278796,0.0
1.9373956594323873,1.0,1.9373956594323873,0.0
1.9415692821368946,1.0,1.9415692821368946,0.0
1.9457429048414023,1.0,1.9457429048414023,0.0
1.9499165275459096,1.0,1.9499165275459096,0.0
1.9540901502504173,1.0,1.9540901502504173,0.0
1.9582637729549246,1.0,1.9582637729549246,0.0
1.9624373956594323,1.0,1.9624373956594323,0.0
1.9666110183639396,1.0,1.9666110183639396,0.0
1.9707846410684473,1.0,1.9707846410684473,0.0
1.974958263772955,1.0,1.974958263772955,0.0
1.9791318864774623,1.0,1.9791318864774623,0.0
1.98330550918197,1.0,1.98330550918197,0.0
1.9874791318864773,1.0,1.9874791318864773,0.0
1.991652754590985,1.0,1.991652754590985,0.0
1.9958263772954923,1.0,1.9958263772954923,0.0
2.0,1.0,2.0,0.0
